Name,Nickname,URL,Division,Record,Status,Place of Birth,Trains at,Age,Height,Weight,Octagon Debut,Reach,Sig. Strikes Landed,Sig. Strikes Attempted,Takedowns Landed,Takedowns Attempted,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense,Takedown Defense,Knockdown Avg,Average fight time,Standing,Clinch,Ground,KO/TKO,DEC,SUB,head total,head percent,body total,body percent,leg total,leg percent,First Round Finishes,Fighting style,Leg reach,wins,losses,draws
Rostem Akman,,https://www.ufc.com/athlete/rostam-akman,Welterweight Division,0-2-0 (W-L-D),Not Fighting,"Stockholm, Sweden",,31,70.00,171.00,"Jun. 01, 2019",72.00,54,210,2,5,1.80,3.97,1.00,0.00,58%,88%,0.00,900,42,12,0,5,0,1,38,70%,12,22%,4,7%,NA,,38.50,0,2,0
Mostapha Al Turk,,https://www.ufc.com/athlete/mostapha-al-turk,Heavyweight Division,6-6-0 (W-L-D),Not Fighting,"Beirut, Lebanon",,49,74.00,235.00,"Dec. 27, 2008",,31,161,,9,1.36,3.61,0.00,0.00,53%,NA,0.00,454,28,3,0,0,0,0,13,42%,3,10%,15,48%,NA,,,6,6,0
Razak Al-Hassan,Razor,https://www.ufc.com/athlete/razak-al-hassan,Light Heavyweight Division,7-2-0 (W-L-D),Not Fighting,"Milwaukee, United States",,40,74.00,205.00,"Dec. 10, 2008",,44,135,,5,2.31,3.78,0.79,0.00,60%,57%,0.00,572,38,6,0,0,0,0,18,41%,9,20%,17,39%,NA,,,7,2,0
Ali Al-Qaisi,The Royal Fighter,https://www.ufc.com/athlete/ali-alqaisi,Bantamweight Division,8-5-0 (W-L-D),Not Fighting,"Amman, Jordan",,32,68.00,136.00,"Aug. 08, 2020",68.00,73,172,,24,2.43,1.97,3.50,1.00,56%,60%,0.00,900,63,9,1,1,3,4,40,55%,10,14%,23,32%,NA,,38.00,8,5,0
Herdem Alacabek,,https://www.ufc.com/athlete/herdem-alacabek,Light Heavyweight Division,0-0-0 (W-L-D),Active,,,31,74.00,205.00,"Apr. 20, 2023",74.50,56,85,,4,3.84,6.66,2.06,0.00,23%,43%,0.00,874,24,26,6,0,0,0,25,45%,23,41%,8,14%,NA,,41.00,0,0,0
Alatengheili,The Mongolian Knight,https://www.ufc.com/athlete/heili-alateng,Bantamweight Division,16-8-1 (W-L-D),Active,"Alxa, China","Fight Ready - Scottsdale, AZ",31,65.00,135.00,"Aug. 31, 2019",66.50,223,657,3,23,2.94,4.58,1.78,0.00,61%,73%,0.20,758,212,1,10,5,7,3,150,67%,39,17%,34,15%,4,,35.00,16,8,1
Amir Albazi,The Prince,https://www.ufc.com/athlete/amir-albazi,Flyweight Division,16-1-0 (W-L-D),Active,"Baghdad, Iraq","Xtreme Couture - Las Vegas, NV",29,65.00,125.50,"Jul. 18, 2020",68.00,129,296,3,12,3.54,2.47,2.47,0.82,62%,67%,0.82,547,100,2,27,5,2,9,81,63%,28,22%,20,16%,9,Jiu-Jitsu,38.00,16,1,0
John Albert,Prince,https://www.ufc.com/athlete/john-albert,Bantamweight Division,7-5-0 (W-L-D),Not Fighting,"Reno, United States",,36,68.00,137.00,"Dec. 04, 2011",,67,135,,3,3.05,2.82,0.00,6.14,35%,50%,0.68,264,34,15,18,0,0,0,44,66%,16,24%,7,10%,NA,,,7,5,0
Junior Albini,Baby,https://www.ufc.com/athlete/junior-albini,Heavyweight Division,14-6-0 (W-L-D),Not Fighting,"Paranaguá, Brazil",,31,75.00,266.00,"Jul. 22, 2017",74.00,116,227,1,8,3.98,6.08,1.54,0.00,52%,100%,0.51,350,90,22,4,6,2,6,70,60%,27,23%,19,16%,NA,,42.00,14,6,0
Wes Albritton,,https://www.ufc.com/athlete/wes-albritton,Lightweight Division,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"May. 30, 1997",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Alexandra Albu,Stitch,https://www.ufc.com/athlete/alexandra-albu,Women's Strawweight Division,7-2-0 (W-L-D),Not Fighting,"Vulcanesti, Moldova",,32,62.00,116.00,"Apr. 11, 2015",63.00,191,405,5,12,4.83,5.56,2.27,0.38,39%,78%,0.00,594,112,62,17,4,1,2,138,72%,45,24%,8,4%,NA,,36.00,7,2,0
Ildemar Alcantara,Marajo,https://www.ufc.com/athlete/igor-araudzho-1,Middleweight Division,21-8-0 (W-L-D),Not Fighting,"Soure, Portugal",,40,74.50,185.50,"Jan. 20, 2013",78.00,188,486,,19,1.93,2.63,2.00,0.92,50%,82%,0.00,837,129,34,25,10,5,6,106,56%,62,33%,20,11%,NA,,44.00,21,8,0
Iuri Alcantara,Marajo,https://www.ufc.com/athlete/iuri-alcantara,Bantamweight Division,35-10-0 (W-L-D),Not Fighting,"Soure, Brazil",Marajo Brothers,42,69.00,136.00,"Aug. 27, 2011",71.00,483,1057,17,27,2.72,2.79,1.44,0.84,49%,60%,0.42,561,303,45,135,0,0,0,316,65%,130,27%,37,8%,NA,,40.00,35,10,0
Alfonso Alcarez,,https://www.ufc.com/athlete/alfonso-alcarez,Lightweight Division,0-0-0 (W-L-D),Not Fighting,United States,,52,75.00,0.00,"Sep. 24, 1999",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Gilbert Aldana,El Peligroso,https://www.ufc.com/athlete/gilbert-aldana,Heavyweight Division,5-0-0 (W-L-D),Not Fighting,"Chandler, United States",,45,74.00,251.00,"Feb. 04, 2006",,34,62,,5,2.91,6.26,2.57,0.00,26%,33%,0.00,350,6,19,9,0,0,0,24,71%,6,18%,4,12%,NA,,,5,0,0
Irene Aldana,,https://www.ufc.com/athlete/irene-aldana,Women's Bantamweight Division,14-6-0 (W-L-D),Active,"Culiacán, Mexico",,34,69.00,137.50,"Dec. 18, 2016",68.50,810,2033,2,4,5.39,5.71,0.20,0.30,61%,81%,0.30,819,700,50,60,8,3,3,549,68%,110,14%,151,19%,9,Striker,38.50,14,6,0
Hector Aldana,El Charro,https://www.ufc.com/athlete/hector-aldana,Welterweight Division,4-2-0 (W-L-D),Not Fighting,"San Luis Río Colorado, Mexico",,34,71.00,170.00,"Jun. 23, 2018",72.50,116,302,2,2,3.59,5.08,0.93,0.00,60%,NA,0.00,646,109,6,1,2,1,1,64,55%,13,11%,39,34%,NA,,40.50,4,2,0
Jose Alday,,https://www.ufc.com/athlete/jose-alday,Bantamweight Division,0-1-0 (W-L-D),Active,"Nacozari de García, Mexico",,31,67.00,136.00,"Apr. 20, 2023",68.00,47,106,,1,3.13,3.13,0.00,0.00,59%,57%,0.00,900,44,3,0,0,0,0,21,45%,19,40%,7,15%,NA,,38.00,0,1,0
José Aldo,,https://www.ufc.com/athlete/jose-aldo,Bantamweight Division,31-8-0 (W-L-D),Retired,"Manaus, Brazil",Nova União,36,67.00,136.00,"Apr. 30, 2011",70.00,1421,3069,12,24,3.57,3.74,0.49,0.15,61%,92%,0.41,852,1226,53,142,17,13,1,934,66%,277,19%,210,15%,12,Jiu-Jitsu,40.00,31,8,0
JJ Aldrich,,https://www.ufc.com/athlete/jj-aldrich,Women's Flyweight Division,11-6-0 (W-L-D),Active,"Denver, United States","Elevation Fight Team - Denver, CO",30,65.00,125.50,"Dec. 10, 2016",67.50,659,1450,1,36,3.98,4.74,0.82,0.00,60%,71%,0.00,828,541,81,37,2,9,0,537,81%,85,13%,37,6%,NA,Striker,37.00,11,6,0
Irina Alekseeva,,https://www.ufc.com/athlete/irina-alekseeva,Women's Bantamweight Division,0-0-0 (W-L-D),Active,,,32,,,"Apr. 29, 2023",,,,,,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0%,0,0%,0,0%,NA,,,0,0,0
Jim Alers,The Beast,https://www.ufc.com/athlete/jim-alers,Featherweight Division,13-3-0 (W-L-D),Not Fighting,"New York, United States",Vagner Rocha Martial Arts,36,69.00,145.00,"Apr. 11, 2014",71.00,135,335,,17,2.90,4.38,2.26,0.32,57%,80%,0.32,698,102,21,12,2,2,9,85,63%,14,10%,36,27%,NA,,40.00,13,3,0
John Alessio,The Natural,https://www.ufc.com/athlete/john-alessio,Lightweight Division,34-16-0 (W-L-D),Not Fighting,United States,,43,0.00,156.00,"Jun. 09, 2000",,273,697,2,42,2.10,2.91,1.85,1.16,55%,71%,0.12,599,135,60,78,0,0,0,197,72%,29,11%,47,17%,NA,,,34,16,0
Houston Alexander,The Assassin,https://www.ufc.com/athlete/houston-alexander,Light Heavyweight Division,9-5-0 (W-L-D),Not Fighting,"East St. Louis, United States",,50,72.00,208.00,"May. 27, 2007",,92,165,,1,3.64,6.38,0.59,0.00,53%,33%,1.78,253,45,24,23,0,0,0,49,53%,7,8%,36,39%,NA,,,9,5,0
Lucas Alexander,The Lion,https://www.ufc.com/athlete/lucas-alexander,Featherweight Division,8-3-0 (W-L-D),Active,Brazil,,27,71.00,146.00,"Oct. 15, 2022",73.00,86,160,,,5.05,1.76,0.00,0.00,72%,67%,0.88,511,79,1,6,3,4,0,43,50%,20,23%,23,27%,NA,Striker,41.00,8,3,0
Marcio Alexandre,Lyoto,https://www.ufc.com/athlete/marcio-alexandre,Middleweight Division,13-3-0 (W-L-D),Active,"Florianopolis, Brazil",Black House MMA,33,73.00,186.00,"May. 31, 2014",75.00,68,151,1,5,1.61,2.89,0.35,0.71,42%,67%,0.00,634,51,9,8,10,1,2,36,53%,26,38%,6,9%,NA,,,13,3,0
Olaf Alfonso,,https://www.ufc.com/athlete/olaf-alfonso,Welterweight Division,0-0-0 (W-L-D),Not Fighting,"Enseneda, Mexico",,48,70.00,170.00,"Apr. 20, 2023",,15,57,,2,0.63,5.76,0.00,0.63,37%,22%,0.00,776,8,7,0,0,0,0,10,67%,3,20%,2,13%,NA,,,0,0,0
Bill Algeo,Senor Perfecto,https://www.ufc.com/athlete/bill-algeo,Featherweight Division,17-7-0 (W-L-D),Active,"Boothwyn, United States",,33,72.00,162.00,"Aug. 29, 2020",73.00,614,1143,4,14,5.93,4.32,0.87,0.14,47%,55%,0.14,776,476,76,62,4,6,7,386,63%,132,21%,96,16%,2,MMA,40.00,17,7,0
Royce Alger,,https://www.ufc.com/athlete/royce-alger,Middleweight Division,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"May. 30, 1997",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Abdul Razak Alhassan,,https://www.ufc.com/athlete/abdul-razak-alhassan,Middleweight Division,12-5-0 (W-L-D),Active,Ghana,Team Elevation,37,70.00,185.50,"Nov. 19, 2016",73.00,274,561,1,13,3.54,4.02,0.97,0.00,55%,53%,1.94,387,201,44,29,12,0,0,215,78%,30,11%,29,11%,11,Muay Thai,39.00,12,5,0
Amir Aliakbari,,https://www.ufc.com/athlete/amir-aliakbari,Heavyweight Division,0-0-0 (W-L-D),Not Fighting,,,38,,,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Nurullo Aliev,Tajik Eagle ,https://www.ufc.com/athlete/nurullo-aliev,Lightweight Division,9-0-0 (W-L-D),Active,"Dushanbe, Tajikistan",,22,70.00,155.00,"Feb. 25, 2023",72.00,49,96,3,9,2.50,0.46,3.06,0.00,59%,NA,0.00,588,2,0,47,2,6,0,44,90%,4,8%,1,2%,1,Freestyle,38.00,9,0,0
Sultan Aliev,,https://www.ufc.com/athlete/sultan-aliev,Welterweight Division,15-3-0 (W-L-D),Not Fighting,"Dagestan, Russia",,38,71.00,170.00,"Jan. 24, 2015",74.50,60,131,3,13,1.41,2.20,1.76,0.00,57%,100%,0.00,641,37,13,10,10,4,0,51,85%,7,12%,2,3%,NA,,40.00,15,3,0
Ikram Aliskerov,,https://www.ufc.com/athlete/ikram-aliskerov,Middleweight Division,1-0-0 (W-L-D),Active,,,30,,186.00,"May. 06, 2023",,7,12,,3,3.26,7.91,6.98,6.98,41%,NA,0.00,129,6,1,0,0,0,0,1,14%,6,86%,0,0%,NA,,,1,0,0
Leon Aliu,,https://www.ufc.com/athlete/leon-aliu,Middleweight Division,0-1-0 (W-L-D),Active,,,33,,186.00,"Apr. 20, 2023",,10,20,,1,6.32,10.11,0.00,0.00,38%,NA,0.00,95,7,3,0,0,0,0,1,10%,4,40%,5,50%,NA,,,0,1,0
John Allan,,https://www.ufc.com/athlete/john-allan,Light Heavyweight Division,13-7-0 (W-L-D),Not Fighting,"Curitiba, Brazil",,29,73.00,205.00,"Apr. 20, 2023",75.00,191,449,4,7,3.56,5.74,1.40,0.84,52%,50%,0.00,805,163,13,15,9,1,3,117,61%,34,18%,40,21%,NA,,42.50,13,7,0
Brendan Allen,All In,https://www.ufc.com/athlete/brendan-allen,Middleweight Division,21-5-0 (W-L-D),Active,"Beaufort, United States",Sanford MMA,27,74.00,186.00,"Oct. 18, 2019",75.00,408,764,2,19,3.85,3.87,1.27,1.56,47%,56%,0.42,530,311,29,68,5,4,12,241,59%,104,25%,63,15%,NA,MMA,42.00,21,5,0
Arnold Allen,Almighty,https://www.ufc.com/athlete/arnold-allen,Featherweight Division,19-1-0 (W-L-D),Active,"Ipswich, United Kingdom",BKK / Tristar,29,68.00,161.50,"Jun. 20, 2015",70.00,491,1209,8,22,3.34,2.86,1.12,0.31,62%,76%,0.31,802,442,18,31,7,8,4,360,73%,88,18%,43,9%,1,MMA,39.00,19,1,0
Benny Alloway,Blanco,https://www.ufc.com/athlete/ben-sonders-0,Welterweight Division,13-6-0 (W-L-D),Not Fighting,"Ipswich, Australia",,41,71.00,170.00,"Dec. 16, 2012",75.00,31,63,,2,1.28,1.90,0.62,0.00,59%,27%,0.62,485,20,5,6,6,3,4,18,58%,8,26%,5,16%,NA,,,13,6,0
Assu Almabayev,,https://www.ufc.com/athlete/assu-almabayev,Flyweight Division,0-0-0 (W-L-D),Active,Kazakhstan,,29,,,"Apr. 20, 2023",,,,,,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0%,0,0%,0,0%,NA,,,0,0,0
Estefani Almeida,,https://www.ufc.com/athlete/estefani-almeida,Women's Flyweight Division,0-0-0 (W-L-D),Active,"Manaus, Brazil",,34,64.00,126.00,"Apr. 20, 2023",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Ricardo Almeida,Big Dog,https://www.ufc.com/athlete/ricardo-almeida,Welterweight Division,13-4-0 (W-L-D),Not Fighting,United States,,46,72.00,170.00,"May. 04, 2001",74.00,299,608,,97,2.02,1.20,3.74,1.21,61%,31%,0.00,685,142,39,118,0,0,0,177,59%,74,25%,48,16%,NA,,,13,4,0
Thomas Almeida,Thominhas,https://www.ufc.com/athlete/thomas-almeida,Bantamweight Division,22-5-0 (W-L-D),Not Fighting,"Sao Paulo, Brazil",Chute Boxe - Sao Paulo,31,67.00,136.00,"Nov. 09, 2014",70.00,435,1000,,7,4.84,4.93,0.17,0.00,62%,76%,0.50,540,388,45,2,17,1,4,261,60%,80,18%,94,22%,1,Muay Thai,38.50,22,5,0
Ericka Almeida,,https://www.ufc.com/athlete/ericka-almeida,Women's Strawweight Division,7-2-0 (W-L-D),Not Fighting,United States,,33,66.00,115.00,"May. 30, 2015",68.00,32,81,,3,1.07,3.33,0.50,0.00,44%,38%,0.00,900,16,13,3,1,0,6,23,72%,7,22%,2,6%,NA,,38.00,7,2,0
Lucas Almeida,,https://www.ufc.com/athlete/lucas-almeida,Featherweight Division,14-1-0 (W-L-D),Active,"Sorocaba, Brazil",,32,71.00,160.00,"Jun. 04, 2022",71.00,171,359,,,6.60,5.63,0.00,0.00,48%,50%,1.16,778,144,6,21,9,0,5,89,52%,34,20%,48,28%,9,Striker,41.00,14,1,0
Jailton Almeida,Malhadinho,https://www.ufc.com/athlete/jailton-almeida,Heavyweight Division,18-2-0 (W-L-D),Active,Brazil,,31,75.00,232.00,"Nov. 13, 2021",79.00,112,174,2,17,4.19,0.34,6.73,2.24,10%,50%,0.00,321,4,0,108,7,0,11,108,96%,2,2%,2,2%,13,Boxing,43.50,18,2,0
Sarah Alpar,Too Sweet,https://www.ufc.com/athlete/sarah-alpar,Women's Flyweight Division,9-6-0 (W-L-D),Not Fighting,"Amarillo, United States",Southside Kickboxing Company,31,64.00,126.00,"May. 02, 2020",63.00,88,200,,15,2.36,6.06,1.61,0.40,38%,20%,0.00,745,79,9,0,2,5,2,44,50%,21,24%,23,26%,NA,Freestyle,34.00,9,6,0
Victor Altamirano,El Magnifico,https://www.ufc.com/athlete/victor-altamirano,Flyweight Division,12-2-0 (W-L-D),Active,"Mexico City, Mexico",,32,68.00,124.50,"Feb. 26, 2022",70.00,299,512,1,34,6.15,4.65,2.47,0.00,54%,74%,0.31,730,210,33,56,2,5,4,153,51%,106,35%,40,13%,4,Striker,39.00,12,2,0
Sean Alvarez,,https://www.ufc.com/athlete/sean-alvarez,Heavyweight Division,4-3-0 (W-L-D),Not Fighting,"New York City, United States",,51,72.00,229.00,"Apr. 25, 2003",,6,16,,9,0.89,3.25,0.00,0.00,48%,NA,0.00,406,5,1,0,0,0,0,1,17%,0,0%,5,83%,NA,,,4,3,0
Jaime Alvarez,,https://www.ufc.com/athlete/jaime-alvarez,Flyweight Division,7-1-0 (W-L-D),Active,"Hollywood, United States",,34,68.00,125.00,"Aug. 15, 2017",69.00,41,102,,3,2.73,4.53,1.00,0.00,57%,50%,0.00,900,26,0,15,4,2,1,24,59%,6,15%,11,27%,NA,,,7,1,0
Eddie Alvarez,The Underground King,https://www.ufc.com/athlete/eddie-alvarez,Lightweight Division,29-6-0 (W-L-D),Not Fighting,United States,Jaco Hybrid Training Center,39,69.00,155.00,"Sep. 27, 2014",69.00,556,1342,12,68,4.32,4.39,2.92,0.47,56%,93%,0.47,593,385,102,69,18,6,7,370,67%,130,23%,56,10%,NA,,40.50,29,6,0
Joel Álvarez,El Fenomeno,https://www.ufc.com/athlete/joel-alvarez,Lightweight Division,19-3-0 (W-L-D),Active,Spain,,29,74.00,156.00,"Feb. 23, 2019",77.00,130,294,,,3.44,3.68,0.00,1.19,49%,NA,0.00,378,103,10,17,3,0,16,82,63%,23,18%,25,19%,NA,Striker,42.00,19,3,0
Thiago Alves,Pitbull,https://www.ufc.com/athlete/thiago-alves,Welterweight Division,28-15-0 (W-L-D),Not Fighting,"Fortaleza, Brazil","American Top Team ATT Coconut Creek, FL",39,69.00,171.00,"Oct. 03, 2005",70.00,1106,2648,13,23,3.73,3.42,0.71,0.30,63%,63%,0.66,659,867,126,113,13,14,1,569,51%,150,14%,387,35%,NA,,37.50,28,15,0
Amilcar Alves,The Terminator,https://www.ufc.com/athlete/amilcar-alves,Welterweight Division,11-3-0 (W-L-D),Not Fighting,Brazil,,43,72.00,171.00,"Aug. 29, 2010",,14,30,,1,0.50,2.02,0.00,0.00,30%,53%,0.00,846,7,3,4,0,0,0,8,57%,4,29%,2,14%,NA,,,11,3,0
Warlley Alves,,https://www.ufc.com/athlete/warlley-alves,Welterweight Division,15-6-0 (W-L-D),Active,"Governador Valadares, Brazil",XGYM - Rio de Janeiro,32,71.00,171.00,"May. 31, 2014",72.00,457,955,8,26,3.21,4.09,1.37,0.95,51%,80%,0.32,609,351,71,35,4,4,7,258,56%,106,23%,93,20%,2,Kickboxer,42.00,15,6,0
Rafael Alves,The Turn,https://www.ufc.com/athlete/rafael-alves,Lightweight Division,20-12-0 (W-L-D),Active,Brazil,,32,68.00,155.00,"Feb. 20, 2021",68.00,95,194,,4,1.85,3.30,0.29,1.46,58%,44%,0.29,615,87,3,5,7,5,8,55,58%,22,23%,18,19%,9,MMA,38.00,20,12,0
Sam Alvey,Smile'N,https://www.ufc.com/athlete/sam-alvey,Middleweight Division,33-18-1 (W-L-D),Not Fighting,"Milwaukee, United States",Team Quest,36,74.00,186.00,"Aug. 16, 2014",75.50,758,1703,1,7,3.28,3.63,0.06,0.06,53%,82%,0.45,578,576,152,30,19,11,3,511,67%,116,15%,131,17%,14,MMA,42.00,33,18,1
Adlan Amagov,Borz,https://www.ufc.com/athlete/adlan-amagov,Welterweight Division,13-2-1 (W-L-D),Retired,Russia,,36,74.00,171.00,"Jan. 08, 2012",,76,159,,16,3.29,0.82,5.84,0.00,79%,100%,1.30,381,37,15,24,8,5,0,35,46%,15,20%,26,34%,NA,,,13,2,1
Rayanne Amanda,,https://www.ufc.com/athlete/rayanne-amanda,Women's Strawweight Division,0-1-0 (W-L-D),Active,,,27,,115.50,"Apr. 20, 2023",,55,174,,4,3.67,6.87,1.00,0.00,58%,NA,0.00,900,51,4,0,0,0,0,44,80%,6,11%,5,9%,NA,,,0,1,0
Alen Amedovski,,https://www.ufc.com/athlete/alen-amedovski,Middleweight Division,8-4-0 (W-L-D),Not Fighting,"Debar, North Macedonia",Team Amedovski,34,70.00,185.50,"Apr. 20, 2019",74.00,20,66,,,0.99,3.85,0.00,0.00,46%,NA,0.00,304,17,0,3,8,0,0,13,65%,2,10%,5,25%,6,MMA,41.50,8,4,0
Makwan Amirkhani,Mr. Finland,https://www.ufc.com/athlete/makwan-amirkhani,Featherweight Division,17-9-0 (W-L-D),Active,Iraq,Allstarts Gym,34,70.00,162.00,"Jan. 24, 2015",72.00,171,387,12,79,1.33,2.98,3.96,1.05,46%,36%,0.12,552,110,4,57,1,4,12,147,86%,17,10%,7,4%,12,Wrestling,41.00,17,9,0
Jaqueline Amorim,,https://www.ufc.com/athlete/jaqueline-amorim,Women's Strawweight Division,6-1-0 (W-L-D),Active,"Manaus, Brazil",American Top Team,27,63.00,125.40,"Apr. 08, 2023",,12,52,2,10,0.80,3.07,2.00,3.00,56%,NA,0.00,900,11,0,1,1,0,5,12,100%,0,0%,0,0%,6,Brazilian Jiu-Jitsu,,6,1,0
Eryk Anders,Ya Boi,https://www.ufc.com/athlete/eryk-anders,Middleweight Division,15-7-0 (W-L-D),Active,"San Antonio, United States","Fight Ready - Scottsdale, AZ",35,73.00,186.00,"Jul. 23, 2017",75.00,609,1285,6,72,3.39,4.22,1.59,0.08,50%,80%,0.59,718,371,130,108,9,5,1,431,71%,141,23%,37,6%,7,MMA,43.50,15,7,0
Matt Andersen,,https://www.ufc.com/athlete/matt-andersen,,0-0-0 (W-L-D),Not Fighting,"Omaha, United States",,51,0.00,0.00,"May. 17, 1996",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Andy Anderson,,https://www.ufc.com/athlete/andy-anderson,,0-0-0 (W-L-D),Retired,United States,,58,0.00,0.00,"Apr. 07, 1995",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Lowell Anderson,,https://www.ufc.com/athlete/shon-alvarez-1,Middleweight Division,0-0-0 (W-L-D),Not Fighting,"Fairfield, United States",,,0.00,0.00,"Sep. 24, 1999",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Megan Anderson,,https://www.ufc.com/athlete/megan-anderson,Women's Featherweight Division,11-5-0 (W-L-D),Not Fighting,Australia,,33,72.00,144.50,"Jun. 09, 2018",72.00,51,110,,4,1.76,3.35,0.52,0.52,37%,54%,0.52,289,31,10,10,6,2,3,35,69%,15,29%,1,2%,NA,MMA,43.00,11,5,0
Corey Anderson,Overtime,https://www.ufc.com/athlete/corey-anderson,Light Heavyweight Division,14-5-0 (W-L-D),Not Fighting,"Rockford, United States","Ricardo Almeida Braziliian Jiu Jitsu - Robinsville, NJ",33,75.00,205.00,"Jul. 06, 2014",79.00,721,1558,52,106,4.43,2.22,4.89,0.00,59%,83%,0.09,651,423,116,182,5,9,0,561,78%,105,15%,55,8%,NA,,44.00,14,5,0
Tatsuya Ando,,https://www.ufc.com/athlete/tatsuya-ando,Bantamweight Division,0-0-0 (W-L-D),Active,,,,,,"Apr. 20, 2023",,,,,,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0%,0,0%,0,0%,NA,,,0,0,0
Alex Andrade,,https://www.ufc.com/athlete/alex-andrade,Middleweight Division,0-0-0 (W-L-D),Not Fighting,United States,,48,0.00,0.00,"Jun. 09, 2000",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Jessica Andrade,Bate Estaca,https://www.ufc.com/athlete/jessica-andrade,Women's Flyweight Division,24-10-0 (W-L-D),Active,"Umuarama, Brazil",PRVT Para Vale Tudo,31,61.50,132.00,"Jul. 27, 2013",62.00,1515,2964,33,71,6.84,5.34,2.64,0.41,55%,74%,0.20,578,1037,287,191,9,7,8,987,65%,343,23%,185,12%,11,Muay Thai,35.00,24,10,0
Viscardi Andrade,,https://www.ufc.com/athlete/viscardi-andrade,Welterweight Division,19-7-0 (W-L-D),Not Fighting,"State of Sao Paulo, Brazil",Viscardi Andrade Training Center,38,72.00,171.00,"Aug. 04, 2013",75.00,152,358,,12,3.26,2.77,1.93,0.32,63%,67%,0.64,699,104,27,21,5,8,6,94,62%,37,24%,21,14%,NA,,40.00,19,7,0
Jermaine Andre,,https://www.ufc.com/athlete/shon-alvarez-2,Middleweight Division,0-0-0 (W-L-D),Not Fighting,"Collinsville, United States",,,0.00,0.00,"Mar. 10, 2000",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Juan Andres Luna,,https://www.ufc.com/athlete/juan-andres-luna,Flyweight Division,0-1-0 (W-L-D),Active,,,27,67.00,126.00,"Apr. 20, 2023",72.00,49,155,,4,3.27,3.00,0.00,0.00,66%,NA,0.00,900,49,0,0,0,0,0,27,55%,15,31%,7,14%,NA,,39.00,0,1,0
Dylan Andrews,The Villain,https://www.ufc.com/athlete/dylan-andrews,Middleweight Division,18-7-0 (W-L-D),Not Fighting,Australia,,43,73.00,185.00,"Apr. 14, 2013",74.00,82,163,,14,2.21,2.72,2.83,0.40,47%,57%,1.21,445,45,19,18,12,3,3,48,59%,19,23%,15,18%,NA,,,18,7,0
Reese Andy,Riptide,https://www.ufc.com/athlete/reese-andy,Light Heavyweight Division,7-3-0 (W-L-D),Not Fighting,"Minot, United States",,49,70.00,206.00,"Jul. 19, 2008",,64,126,,5,2.87,3.50,0.67,0.00,59%,40%,0.00,670,47,16,1,0,0,0,28,44%,5,8%,31,48%,NA,,,7,3,0
Julius Anglickas,,https://www.ufc.com/athlete/julius-anglickas,Light Heavyweight Division,0-0-0 (W-L-D),Active,Lithuania,,31,75.00,206.00,"Apr. 20, 2023",75.00,62,79,,8,4.62,1.86,4.47,1.12,51%,60%,0.00,805,15,38,9,0,0,0,25,40%,21,34%,16,26%,NA,,46.00,0,0,0
Collin Anglin,,https://www.ufc.com/athlete/collin-anglin,Featherweight Division,8-3-0 (W-L-D),Not Fighting,"Southfield, United States","Factory X - Englewood, CO",29,69.00,146.00,"Jul. 31, 2021",71.00,121,249,,6,4.59,5.54,2.28,0.00,51%,100%,0.00,527,97,17,7,5,3,0,92,76%,19,16%,10,8%,NA,,38.00,8,3,0
Chad Anheliger,The Monster,https://www.ufc.com/athlete/chad-anheliger,Bantamweight Division,12-6-0 (W-L-D),Active,"Kelowna, Canada",Champions Creed MMA,36,66.00,135.50,"Feb. 19, 2022",64.50,153,351,,3,3.51,3.31,0.00,1.03,55%,48%,1.03,871,99,22,32,7,2,3,110,72%,25,16%,18,12%,6,Freestyle,37.00,12,6,0
