Event,Fighter,Opponent,Opening_odds,Close_odds1,Close_odds2,Movement
UFC Fight Night 219 Feb 18th 2023,Erin Blanchfield,Jessica Andrade,+165,-108,+110,-33.2%▼
UFC 281 Nov 12th 2022,Erin Blanchfield,Molly McCann,-500,-450,-400,+3.4%▲
UFC Fight Night 211 Jun 4th 2022,Erin Blanchfield,Jj Aldrich,-275,-560,-430,-13.6%▼
UFC 269 Dec 11th 2021,Erin Blanchfield,Miranda Maverick,-155,+110,+130,+24.5%▲
UFC Fight Night: Smith vs. Spann Sep 18th 2021,Erin Blanchfield,Sarah Alpar,-180,-445,-357,-24.6%▼
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Maximo Blanco,Chas Skelly,+130,+130,+135,+1.3%▲
UFC Fight Night 81: Dillashaw vs. Cruz Jan 17th 2016,Maximo Blanco,Luke Sanders,-160,-125,-120,+10.4%▲
UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson Jul 12th 2015,Maximo Blanco,Mike de La Torre,-155,+155,+155,+35.5%▲
UFC Fight Night 52: Hunt vs. Nelson Sep 20th 2014,Maximo Blanco,Daniel Hooker,-215,-155,-135,+13.3%▲
UFC Fight Night 41: Munoz vs. Mousasi May 31st 2014,Maximo Blanco,Andy Ogle,-215,-235,-225,-2.1%▼
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Maximo Blanco,Felipe Arantes,-150,-110,-110,+12.7%▲
UFC: The Ultimate Fighter 18 Finale Nov 30th 2013,Maximo Blanco,Akira Corassani,-270,-210,-192,+8.5%▲
UFC: The Ultimate Fighter 17 Finale Apr 13th 2013,Maximo Blanco,Sam Sicilia,-265,-205,-195,+8.2%▲
UFC 145: Jones vs. Evans Apr 21st 2012,Maximo Blanco,Marcus Brimage,-280,-235,-235,+4.8%▲
UFC Fight Night 223 Apr 22nd 2023,Curtis Blaydes,Sergei Pavlovich,-200,-160,-120,+13%▲
UFC Fight Night: Blaydes vs. Aspinall Jul 23rd 2022,Curtis Blaydes,Tom Aspinall,-108,+125,+142,+17.3%▲
UFC Fight Night 207 Mar 26th 2022,Curtis Blaydes,Chris Daukaus,-300,-600,-450,-11.5%▼
UFC 266: Volkanovski vs. Ortega Sep 25th 2021,Curtis Blaydes,Jairzinho Rozenstruik,-240,-380,-300,-8.9%▼
UFC Fight Night 185: Blaydes vs. Lewis Feb 20th 2021,Curtis Blaydes,Derrick Lewis,-300,-440,-390,-7.4%▼
UFC on ESPN 11: Blaydes vs. Volkov Jun 20th 2020,Curtis Blaydes,Alexander Volkov,-235,-400,-340,-12.7%▼
UFC 242: Khabib vs. Poirier Sep 7th 2019,Curtis Blaydes,Shamil Abdurakhimov,-275,-550,-500,-14.3%▼
UFC on ESPN+ 6: Thompson vs. Pettis Mar 23rd 2019,Curtis Blaydes,Justin Willis,-245,-275,-250,-2.4%▼
UFC Fight Night 141: Blaydes vs. Ngannou 2 Nov 24th 2018,Curtis Blaydes,Francis Ngannou,+115,-250,-240,-52.3%▼
UFC 225: Whittaker vs. Romero 2 Jun 9th 2018,Curtis Blaydes,Alistair Overeem,+100,-200,-200,-33.3%▼
UFC 221: Romero vs. Rockhold Feb 10th 2018,Curtis Blaydes,Mark Hunt,-120,-191,-190,-20.3%▼
UFC 217: Bisping vs. St-Pierre Nov 4th 2017,Curtis Blaydes,Aleksei Oleinik,-300,-330,-300,-1.2%▼
UFC 213: Romero vs. Whittaker Jul 8th 2017,Curtis Blaydes,Daniel Omielanczuk,-405,-650,-640,-8%▼
UFC Fight Night 104: Bermudez vs. Korean Zombie Feb 4th 2017,Curtis Blaydes,Adam Milstead,-185,-400,-355,-21.8%▼
UFC Fight Night 96: Lineker vs. Dodson Oct 1st 2016,Curtis Blaydes,Cody East,-190,-235,-230,-6.8%▼
UFC Fight Night 86: Rothwell vs. Dos Santos Apr 10th 2016,Curtis Blaydes,Francis Ngannou,-140,-160,-152,-4.5%▼
UFC on ESPN+ 24: Blaydes vs. Dos Santos Jan 25th 2020,Curtis Blaydes,Junior Dos Santos,-185,-333,-280,-16.3%▼
UFC 287 Apr 8th 2023,Chris Curtis,Kelvin Gastelum,-170,+110,+110,+24.4%▲
UFC 282 Dec 10th 2022,Chris Curtis,Joaquin Buckley,+105,+130,+160,+16%▲
UFC Fight Night: Blaydes vs. Aspinall Jul 23rd 2022,Chris Curtis,Jack Hermansson,+140,-115,-104,-25.7%▼
UFC on ESPN: Tsarukyan vs. Gamrot Jun 25th 2022,Chris Curtis,Rodolfo Vieira,-180,-135,-108,+15.2%▲
UFC Fight Night: Font vs. Aldo Dec 4th 2021,Chris Curtis,Brendan Allen,+250,+255,+290,+5.4%▲
UFC 268: Usman vs. Covington 2 Nov 6th 2021,Chris Curtis,Phillip Hawes,+275,+235,+285,-5.6%▼
UFC Fight Night: Dern vs. Rodriguez Oct 9th 2021,Chris Curtis,Phil Hawes,+310,+310,+310,
UFC 236: Holloway vs. Poirier 2 Apr 13th 2019,Curtis Millender,Belal Muhammad,-175,+125,+135,+31.4%▲
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Curtis Millender,Elizeu Zaleski Dos Santos,-125,-139,-120,-1.7%▼
UFC 232: Jones vs. Gustafsson 2 Dec 29th 2018,Curtis Millender,Siyar Bahadurzada,-200,-164,-150,+8.8%▲
UFC 226: Miocic vs. Cormier Jul 7th 2018,Curtis Millender,Max Griffin,-190,-178,-170,+3.1%▲
UFC Fight Night 126: Cerrone vs. Medeiros Feb 18th 2018,Curtis Millender,Thiago Alves,+130,+130,+131,+0.4%▲
UFC 155: Dos Santos vs. Velasquez II Dec 29th 2012,Byron Bloodworth,Erik Perez,+200,+380,+420,+40%▲
UFC On Versus 6: Cruz vs. Johnson Oct 1st 2011,Byron Bloodworth,Mike Easton,+280,+320,+320,+9.5%▲
UFC: The Ultimate Fighter Nations Finale Apr 16th 2014,Mark Bocek,Mike de La Torre,-405,-700,-660,-8.7%▼
UFC 154: St-Pierre vs. Condit Nov 17th 2012,Mark Bocek,Rafael Dos Anjos,+100,+175,+190,+29.3%▲
UFC 145: Jones vs. Evans Apr 21st 2012,Mark Bocek,John Alessio,-195,-290,-290,-12.5%▼
UFC 140: Jones vs. Machida Dec 10th 2011,Mark Bocek,Nik Lentz,-170,-142,-142,+6.8%▲
UFC 129: St-Pierre vs. Shields Apr 30th 2011,Mark Bocek,Benson Henderson,+125,+140,+140,+6.3%▲
UFC 124: St-Pierre vs. Koscheck II Dec 11th 2010,Mark Bocek,Dustin Hazelett,+100,-150,-150,-20%▼
UFC 111: St-Pierre vs. Hardy Mar 27th 2010,Mark Bocek,Jim Miller,+310,+290,+290,-5.1%▼
UFC: The Ultimate Fighter 10 Finale Dec 5th 2009,Mark Bocek,Joe Brammer,-425,-475,-475,-2%▼
UFC 97: Redemption Apr 18th 2009,Mark Bocek,David Bielkheden,-280,-260,-260,+2%▲
UFC 91: Couture vs Lesnar Nov 15th 2008,Mark Bocek,Alvin Robinson,-115,-120,-120,-2%▼
UFC 83: Serra vs St-Pierre 2 Apr 19th 2008,Mark Bocek,Mac Danzig,+470,+360,+360,-23.9%▼
UFC 79: Nemesis Dec 29th 2007,Mark Bocek,Doug Evans,-125,-120,-120,+1.8%▲
UFC 73: Stacked Jul 7th 2007,Mark Bocek,Frankie Edgar,+180,+190,+190,+3.4%▲
UFC 109: Relentless Feb 6th 2010,Mark Coleman,Randy Couture,+310,+295,+295,-3.8%▼
UFC 100 Jul 11th 2009,Mark Coleman,Stephan Bonnar,+280,+295,+295,+3.8%▲
UFC 93: Franklin vs Henderson Jan 17th 2009,Mark Coleman,Mauricio Rua,+290,+320,+320,+7.1%▲
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Mark de La Rosa,Jordan Espinosa,+185,+151,+162,-11.3%▼
UFC on ESPN+ 25: Anderson vs. Blachowicz 2 Feb 15th 2020,Mark de La Rosa,Raulian Paiva,-105,+220,+235,+40.3%▲
UFC on ESPN+ 15: Andrade vs. Zhang Aug 31st 2019,Mark de La Rosa,Kai Kara-France,+240,+160,+187,-25%▼
UFC on ESPN 2: Barboza vs. Gaethje Mar 30th 2019,Mark de La Rosa,Alex Perez,+145,+275,+328,+40.1%▲
UFC Fight Night 139: Korean Zombie vs. Rodriguez Nov 10th 2018,Mark de La Rosa,Joby Sanchez,-185,-278,-230,-10.2%▼
UFC Fight Night 133: Dos Santos vs. Ivanov Jul 14th 2018,Mark de La Rosa,Elias Garcia,-110,+115,+115,+11.2%▲
UFC 219: Cyborg vs. Holm Dec 30th 2017,Mark de La Rosa,Tim Elliott,+170,+165,+170,-0.7%▼
UFC Fight Night 85: Hunt vs. Mir Mar 19th 2016,Mark Eddiva,Daniel Hooker,+165,+150,+155,-4.7%▼
UFC Fight Night 66: Edgar vs. Faber May 16th 2015,Mark Eddiva,Levan Makashvili,+250,+315,+320,+16.3%▲
UFC: The Ultimate Fighter Brazil 3 Finale May 31st 2014,Mark Eddiva,Kevin Souza,+335,+270,+295,-13.6%▼
UFC: The Ultimate Fighter China Finale Mar 1st 2014,Mark Eddiva,Jumabieke Tuerxun,+170,+350,+390,+42.6%▲
UFC Fight Night 127: Werdum vs. Volkov Mar 17th 2018,Mark Godbeer,Dmitriy Sosnovskiy,+180,+220,+230,+13.8%▲
UFC 217: Bisping vs. St-Pierre Nov 4th 2017,Mark Godbeer,Walt Harris,+235,+310,+310,+18.3%▲
UFC 209: Woodley vs. Thompson 2 Mar 4th 2017,Mark Godbeer,Daniel Spitz,-150,-145,-138,+2.2%▲
UFC Fight Night 99: Mousasi vs. Hall 2 Nov 19th 2016,Mark Godbeer,Justin Ledet,+115,+113,+130,+3.2%▲
UFC on ESPN 6: Reyes vs. Weidman Oct 18th 2019,Kyle Bochniak,Sean Woodson,-170,-115,-110,+16.1%▲
UFC 231: Holloway vs. Ortega Dec 8th 2018,Kyle Bochniak,Hakeem Dawodu,+140,+162,+170,+9.8%▲
UFC 223: Nurmagomedov vs. Iaquinta Apr 7th 2018,Kyle Bochniak,Zabit Magomedsharipov,+350,+500,+575,+29.5%▲
UFC 220: Miocic vs. Ngannou Jan 20th 2018,Kyle Bochniak,Brandon Davis,+145,+120,+120,-11.4%▼
UFC on FOX 25: Weidman vs. Gastelum Jul 22nd 2017,Kyle Bochniak,Jeremy Kennedy,+175,+245,+259,+21.9%▲
UFC on FOX 21: Maia vs. Condit Aug 27th 2016,Kyle Bochniak,Enrique Barzola,-185,-150,-135,+9.3%▲
UFC Fight Night 81: Dillashaw vs. Cruz Jan 17th 2016,Kyle Bochniak,Charles Rosa,+205,+210,+215,+2.6%▲
UFC Fight Night 20: Maynard vs Diaz Jan 11th 2010,Kyle Bradley,Rafael Dos Anjos,+270,+320,+320,+11.9%▲
UFC 98: Evans vs Machida May 23rd 2009,Kyle Bradley,Phillipe Nover,+280,+340,+340,+13.6%▲
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Kyle Bradley,Joe Lauzon,+450,+475,+475,+4.3%▲
UFC 81: Breaking Point Feb 2nd 2008,Kyle Bradley,Chris Lytle,+450,+415,+415,-6.8%▼
UFC Fight Night 214 Dec 3rd 2022,Kyle Daukaus,Eryk Anders,-225,-260,-225,-1.3%▼
UFC Fight Night: Kattar vs. Emmett Jun 18th 2022,Kyle Daukaus,Roman Dolidze,-175,-303,-245,-14.1%▼
UFC Feb 19th 2022,Kyle Daukaus,Jamie Pickett.,-250,-345,-270,-6.5%▼
UFC Feb 19th 2022,Kyle Daukaus,Julian Marquez,-165,-165,-165,
UFC Fight Night: Santos vs. Walker Oct 2nd 2021,Kyle Daukaus,Kevin Holland,-110,+140,+155,+22.1%▲
UFC 255: Figueiredo vs. Perez Nov 21st 2020,Kyle Daukaus,Dustin Stoltzfus,-150,-333,-260,-23.7%▼
UFC on ESPN 12: Poirier vs. Hooker Jun 27th 2020,Kyle Daukaus,Brendan Allen,+210,+250,+290,+16.2%▲
UFC on ESPN 24: Rodriguez vs. Waterson May 8th 2021,Kyle Daukaus,Phil Hawes,-200,-152,-142,+10.7%▲
UFC on FOX 12: Lawler vs. Brown Jul 26th 2014,Kyle Kingsbury,Patrick Cummins,+150,+190,+205,+16.1%▲
UFC on FUEL TV 5: Struve vs. Miocic Sep 29th 2012,Kyle Kingsbury,Jimi Manuwa,+100,+215,+225,+37.5%▲
UFC 146: Dos Santos vs. Mir May 26th 2012,Kyle Kingsbury,Glover Teixeira,+170,+200,+215,+12.3%▲
UFC 139: Shogun vs. Henderson Nov 19th 2011,Kyle Kingsbury,Stephan Bonnar,-195,-148,-148,+9.7%▲
UFC: The Ultimate Fighter 13 Finale Jun 4th 2011,Kyle Kingsbury,Fabio Maldonado,-195,-190,-190,+0.9%▲
UFC 126: Silva vs. Belfort Feb 5th 2011,Kyle Kingsbury,Ricardo Romero,-145,+115,+115,+21.4%▲
UFC Fight Night 22: Marquardt vs. Palhares Sep 15th 2010,Kyle Kingsbury,Jared Hamman,+140,+160,+160,+7.7%▲
UFC 104: Machida vs Rua Oct 24th 2009,Kyle Kingsbury,Razak Al-Hussan,-130,-135,-135,-1.6%▼
UFC: The Ultimate Fighter 8 Finale Dec 13th 2008,Kyle Kingsbury,Tom Lawlor,-125,-120,-120,+1.8%▲
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Tim Boetsch,Omari Akhmedov,+170,+132,+137,-14.9%▼
UFC on FOX 29: Poirier vs. Gaethje Apr 14th 2018,Tim Boetsch,Antonio Carlos Junior,+220,+205,+220,-2.2%▼
UFC Fight Night 112: Chiesa vs. Lee Jun 25th 2017,Tim Boetsch,Johny Hendricks,+175,+125,+140,-18%▼
UFC 208: Holm vs. de Randamie Feb 11th 2017,Tim Boetsch,Ronaldo Souza,+455,+450,+475,+1.4%▲
UFC 205: Alvarez vs. McGregor Nov 12th 2016,Tim Boetsch,Rafael Natal,+170,+125,+125,-20%▼
UFC Fight Night 91: McDonald vs. Lineker Jul 13th 2016,Tim Boetsch,Josh Samman,+165,+205,+220,+15.3%▲
UFC Fight Night 81: Dillashaw vs. Cruz Jan 17th 2016,Tim Boetsch,Ed Herman,-190,-170,-170,+3.9%▲
UFC Fight Night 68: Henderson vs. Boetsch Jun 6th 2015,Tim Boetsch,Dan Henderson,-170,-205,-185,-5%▼
UFC 183: Silva vs. Diaz Jan 31st 2015,Tim Boetsch,Thales Leites,+190,+260,+270,+20.5%▲
UFC Fight Night 47: Bader vs. Saint Preux Aug 16th 2014,Tim Boetsch,Brad Tavares,+190,+255,+285,+21.6%▲
UFC 172: Jones vs. Teixeira Apr 26th 2014,Tim Boetsch,Luke Rockhold,+400,+725,+800,+42.1%▲
UFC 166: Velasquez vs. Dos Santos III Oct 19th 2013,Tim Boetsch,C.B. Dollaway,-170,-150,-145,+5.2%▲
UFC 162: Silva vs. Weidman Jul 6th 2013,Tim Boetsch,Mark Munoz,-120,-120,-110,+1.9%▲
UFC 155: Dos Santos vs. Velasquez II Dec 29th 2012,Tim Boetsch,Constantinos Philippou,-145,-145,-125,+2.9%▲
UFC 149: Faber vs. Barao Jul 21st 2012,Tim Boetsch,Hector Lombard,+200,+280,+285,+21.7%▲
UFC 144: Edgar vs. Henderson Feb 25th 2012,Tim Boetsch,Yushin Okami,-320,+365,+365,+71.8%▲
UFC 135: Jones vs. Rampage Sep 24th 2011,Tim Boetsch,Nick Ring,+110,-192,-192,-38.1%▼
UFC 130: Rampage vs. Hamill May 28th 2011,Tim Boetsch,Kendall Grove,+135,+115,+115,-9.3%▼
UFC 123: Rampage vs. Machida Nov 20th 2010,Tim Boetsch,Phil Davis,+445,+425,+425,-3.8%▼
UFC 117: Silva vs. Sonnen Aug 7th 2010,Tim Boetsch,Todd Brown,-400,-350,-350,+2.8%▲
UFC 96: Jackson vs Jardine Mar 7th 2009,Tim Boetsch,Jason Brilz,-150,-170,-170,-4.9%▼
UFC 88: Breakthrough Sep 6th 2008,Tim Boetsch,Michael Patt,-430,-400,-400,+1.4%▲
UFC Fight Night 13: Florian vs Lauzon Apr 2nd 2008,Tim Boetsch,Matt Hamill,+170,+180,+180,+3.6%▲
UFC 81: Breaking Point Feb 2nd 2008,Tim Boetsch,David Heath,+185,+230,+230,+13.6%▲
UFC 251: Usman vs. Masvidal Jul 11th 2020,Roman Bogatov,Leonardo Santos,+150,+162,+170,+6%▲
UFC 286 Mar 18th 2023,Roman Dolidze,Marvin Vettori,+235,+188,+460,-0.3%▼
UFC Fight Night 214 Dec 3rd 2022,Roman Dolidze,Jack Hermansson,+130,+160,+195,+17%▲
UFC Fight Night 213 Oct 29th 2022,Roman Dolidze,Phillip Hawes,-135,+130,+163,+30.1%▲
UFC Fight Night: Kattar vs. Emmett Jun 18th 2022,Roman Dolidze,Kyle Daukaus,+150,+195,+245,+20.6%▲
UFC Fight Night: Font vs. Aldo Dec 4th 2021,Roman Dolidze,Brendan Allen,+260,+260,+260,
UFC Fight Night: Holloway vs. Rodriguez Nov 13th 2021,Roman Dolidze,Eryk Anders,+140,+140,+140,
UFC Fight Night 189: Rozenstruik vs. Sakai Jun 5th 2021,Roman Dolidze,Laureano Staropoli,+130,-183,-150,-44.5%▼
UFC on ESPN 19: Hermansson vs. Vettori Dec 5th 2020,Roman Dolidze,John Allan,-200,-200,-185,+1.4%▲
UFC on ESPN+ 30: Figueiredo vs. Benavidez 2 Jul 18th 2020,Roman Dolidze,Khadis Ibragimov,-180,-172,-150,+4.5%▲
UFC on ESPN 21: Brunson vs. Holland Mar 20th 2021,Roman Dolidze,Trevin Giles,-150,-125,+102,+13.8%▲
UFC Fight Night 218 Jan 14th 2023,Roman Kopylov,Punahele Soriano,+155,+117,+132,-13.8%▼
UFC Fight Night: Gane vs. Tuivasa Sep 3rd 2022,Roman Kopylov,Alessio Di Chirico,+130,-125,-108,-22.5%▼
UFC 267: Brachowicz vs. Teixeira Oct 30th 2021,Roman Kopylov,Albert Duraev,+155,+235,+350,+35.1%▲
UFC on ESPN+ 21: Zabit vs. Kattar Nov 9th 2019,Roman Kopylov,Karl Roberson,-190,-165,-125,+9.7%▲
UFC Fight Night 217 Dec 17th 2022,Roman Kopylov,Punahele Soriano,,,,
UFC Fight Night 13: Florian vs Lauzon Apr 2nd 2008,Roman Mitichyan,George Sotiropoulos,+140,+175,+175,+12.7%▲
UFC: The Ultimate Fighter 6 Finale Dec 8th 2007,Roman Mitichyan,Dorian Price,-240,-330,-330,-8.7%▼
UFC Fight Night 73: Saint Preux vs. Teixeira Aug 8th 2015,Roman Salazar,Marlon Vera,-120,+100,+105,+9.7%▲
UFC 184: Rousey vs. Zingano Feb 28th 2015,Roman Salazar,Norifumi Yamamoto,+160,+130,+135,-11.6%▼
UFC Fight Night 54: MacDonald vs. Saffiedine Oct 4th 2014,Roman Salazar,Mitch Gagnon,+335,+550,+600,+35.6%▲
UFC Fight Night: Lewis vs. Spivak Feb 4th 2023,Mandy Bohm,Ji Yeon Kim,+185,+210,+235,+12.3%▲
UFC Fight Night: Blaydes vs. Aspinall Jul 23rd 2022,Mandy Bohm,Victoria Leonardo,-185,-125,-110,+16.6%▲
UFC Fight Night: Smith vs. Spann Sep 18th 2021,Mandy Bohm,Ariane Lipski,-125,+100,+114,+12.6%▲
UFC Fight Night: Holloway vs. Allen Apr 15th 2023,Gaston Bolanos,Aaron Phillips,-160,-190,-175,-5.5%▼
UFC Fight Night 202 Feb 5th 2022,Denys Bondar,Malcolm Gordon,-250,-350,-250,-4.6%▼
UFC 283 Jan 21st 2023,Ismael Bonfim,Terrance McKinney,+111,-110,+105,-7.6%▼
UFC 131: Carwin vs. Dos Santos Jun 11th 2011,Jesse Bongfeldt,Chris Weidman,+180,+420,+420,+46.2%▲
UFC 124: St-Pierre vs. Koscheck II Dec 11th 2010,Jesse Bongfeldt,Rafael Natal,+125,+140,+140,+6.3%▲
UFC 114: Jackson vs. Evans May 29th 2010,Jesse Forbes,Ryan Jensen,+115,-150,-150,-29%▼
UFC Fight Night 20: Maynard vs Diaz Jan 11th 2010,Jesse Forbes,Nick Catone,+165,+185,+185,+7%▲
UFC 115: Liddell vs. Franklin Jun 12th 2010,Jesse Lennox,Mike Pyle,-135,-130,-130,+1.6%▲
UFC Fight Night 20: Maynard vs Diaz Jan 11th 2010,Jesse Lennox,Rick Story,+180,+250,+250,+20%▲
UFC 101: Declaration Aug 8th 2009,Jesse Lennox,Danillo Villefort,+170,+185,+185,+5.3%▲
UFC 153: Silva vs. Bonnar Oct 13th 2012,Stephan Bonnar,Anderson Silva,+700,+650,+800,+3%▲
UFC 139: Shogun vs. Henderson Nov 19th 2011,Stephan Bonnar,Kyle Kingsbury,+155,+138,+138,-7.1%▼
UFC: The Ultimate Fighter 12 Finale Dec 4th 2010,Stephan Bonnar,Igor Pokrajac,-250,-240,-240,+1.2%▲
UFC 116: Lesnar vs. Carwin Jul 3rd 2010,Stephan Bonnar,Krzysztof Soszynski,+180,+175,+175,-1.8%▼
UFC 110: Nogueira vs. Velasquez Feb 21st 2010,Stephan Bonnar,Krzysztof Soszynski,+125,+175,+175,+18.2%▲
UFC 100 Jul 11th 2009,Stephan Bonnar,Mark Coleman,-370,-355,-355,+0.9%▲
UFC 94: St-Pierre vs Penn 2 Jan 31st 2009,Stephan Bonnar,Jon Jones,-170,-155,-155,+3.5%▲
UFC 77: Hostile Territory Oct 20th 2007,Stephan Bonnar,Eric Schafer,-360,-370,-370,-0.6%▼
UFC 73: Stacked Jul 7th 2007,Stephan Bonnar,Mike Nickels,-420,-440,-440,-0.9%▼
UFC 275 Jun 11th 2022,Rogerio Bontorin,Manel Kape,+200,+185,+185,-5.3%▼
UFC Fight Night 201 Jan 15th 2022,Rogerio Bontorin,Brandon Royval,-110,+130,+150,+19.8%▲
UFC 262: Oliveira vs. Chandler May 15th 2021,Rogerio Bontorin,Matt Schnell,+105,+138,+158,+16.3%▲
UFC 259: Blachowicz vs. Adesanya Mar 6th 2021,Rogerio Bontorin,Kai Kara France,+175,+108,+117,-29.1%▼
UFC on ESPN+ 14: Shevchenko vs. Carmouche 2 Aug 10th 2019,Rogerio Bontorin,Raulian Paiva,-135,-111,+105,+12.1%▲
UFC on ESPN+ 2: Assuncao vs. Moraes 2 Feb 2nd 2019,Rogerio Bontorin,Magomed Bibulatov,+285,+245,+300,-5.5%▼
UFC on ESPN+ 25: Anderson vs. Blachowicz 2 Feb 15th 2020,Rogerio Bontorin,Ray Borg,+115,+125,+125,+4.4%▲
UFC Fight Night 224 Apr 29th 2023,Marcos Rogerio,Waldo Cortes-Acosta,-180,-180,-160,+1.2%▲
UFC Fight Night 213 Oct 29th 2022,Marcos Rogerio,Andrei Arlovski,-131,-275,-238,-27.1%▼
UFC 274: Oliveira vs. Gaethje May 7th 2022,Marcos Rogerio,Blagoy Ivanov,+145,+120,+135,-7.5%▼
UFC Fight Night: Holloway vs. Rodriguez Nov 13th 2021,Marcos Rogerio,Ben Rothwell,+130,+130,+150,+4.2%▲
UFC on ESPN+ 40: Santos vs. Teixeira Nov 7th 2020,Marcos Rogerio,Alexandr Romanov,+250,+395,+400,+29.7%▲
UFC 230: Cormier vs. Lewis Nov 3rd 2018,Marcos Rogerio,Adam Wieczorek,+300,+145,+175,-55.6%▼
UFC on ESPN+ 3: Blachowicz vs. Santos Feb 23rd 2019,Marcos Rogerio de Lima,Stefan Struve,-110,-111,-105,+0.9%▲
UFC Fight Night 108: Swanson vs. Lobov Apr 22nd 2017,Marcos Rogerio de Lima,Ovince St. Preux,+190,+140,+140,-20.8%▼
UFC on FOX 23: Shevchenko vs. Pena Jan 28th 2017,Marcos Rogerio de Lima,Jeremy Kimball,-170,-145,-130,+7.9%▲
UFC Fight Night 100: Bader vs. Nogueira Nov 19th 2016,Marcos Rogerio de Lima,Gadzhimurad Antigulov,-140,-170,-165,-7.5%▼
UFC 197: Jones vs. Saint Preux Apr 23rd 2016,Marcos Rogerio de Lima,Clint Hester,-140,-120,-113,+7.6%▲
UFC Fight Night 74: Holloway vs. Oliveira Aug 23rd 2015,Marcos Rogerio de Lima,Nikita Krylov,-150,-150,-150,0%
UFC Fight Night 58: Machida vs. Dollaway Dec 20th 2014,Marcos Rogerio de Lima,Igor Pokrajac,-270,-450,-415,-11.3%▼
UFC: The Ultimate Fighter Brazil 3 Finale May 31st 2014,Marcos Rogerio de Lima,Richardson Moreira,-180,-160,-150,+5.4%▲
UFC on ESPN 24: Rodriguez vs. Waterson May 8th 2021,Marcos Rogerio de Lima,Maurice Greene,-180,-200,-174,-0.8%▼
UFC on ESPN+ 26: Felder vs. Hooker Feb 22nd 2020,Marcos Rogerio de Lima,Ben Sosoli,-150,-172,-150,-2.1%▼
UFC 206: Holloway vs. Pettis Dec 10th 2016,Zach Makovsky,Dustin Ortiz,-215,-145,-130,+15%▲
UFC Fight Night 82: Hendricks vs. Thompson Feb 6th 2016,Zach Makovsky,Joseph Benavidez,+280,+330,+335,+12.2%▲
UFC 187: Johnson vs. Cormier May 23rd 2015,Zach Makovsky,John Dodson,+280,+525,+550,+40.4%▲
UFC Fight Night 60: Henderson vs. Thatch Feb 14th 2015,Zach Makovsky,Tim Elliott,-140,+110,+112,+18.8%▲
UFC Fight Night 47: Bader vs. Saint Preux Aug 16th 2014,Zach Makovsky,Jussier Formiga,-210,-335,-320,-13.1%▼
UFC 170: Rousey vs. McMann Feb 22nd 2014,Zach Makovsky,Josh Sampo,-210,-240,-230,-3.6%▼
UFC on FOX 9: Johnson vs. Benavidez Dec 14th 2013,Zach Makovsky,Scott Jorgensen,+145,+180,+200,+15.5%▲
UFC Vegas 57 Oct 1st 2022,Viacheslav Borshchev,Mike Davis,+210,+150,+161,-21.6%▼
UFC Fight Night 207 Mar 26th 2022,Viacheslav Borshchev,Marc Diakiese,-155,-158,-135,+1.6%▲
UFC Fight Night 201 Jan 15th 2022,Viacheslav Borshchev,Dakota Bush,+125,-240,-188,-51.9%▼
UFC Fight Night 225 May 6th 2023,Viacheslav Borschev,Hayisaer Maheshate,,,,
UFC Fight Night: Holloway vs. Allen Apr 15th 2023,Tanner Boser,Ion Curelaba,-160,+103,+110,+21.5%▲
UFC Fight Night 211 Sep 17th 2022,Tanner Boser,Rodrigo Nascimento,-220,-180,-165,+7.4%▲
UFC Fight Night: Lemos vs. Andrade Apr 23rd 2022,Tanner Boser,Alexander Romanov,+360,+375,+375,+3.2%▲
UFC Fight Night 190: Gane vs. Volkov Jun 26th 2021,Tanner Boser,Ovince St. Preux,-115,-430,-188,-28%▼
UFC Fight Night 189: Rozenstruik vs. Sakai Jun 5th 2021,Tanner Boser,Ilir Latifi,-180,-180,-172,+1%▲
UFC on ESPN+ 40: Santos vs. Teixeira Nov 7th 2020,Tanner Boser,Andrei Arlovski,-260,-400,-365,-9.9%▼
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Tanner Boser,Raphael Pessoa,-210,-250,-228,-4.1%▼
UFC on ESPN 12: Poirier vs. Hooker Jun 27th 2020,Tanner Boser,Philipe Lins,-115,+100,+110,+8.8%▲
UFC on ESPN+ 23: Edgar vs. The Korean Zombie Dec 21st 2019,Tanner Boser,Ciryl Gane,+220,+450,+470,+42.5%▲
UFC on ESPN 6: Reyes vs. Weidman Oct 18th 2019,Tanner Boser,Daniel Spitz,+190,-150,-139,-71.6%▼
UFC: The Ultimate Fighter 7 Finale Jun 21st 2008,Evan Tanner,Kendall Grove,-120,-160,-160,-12.8%▼
UFC 82: Pride Of A Champion Mar 1st 2008,Evan Tanner,Yushin Okami,+158,+180,+180,+7.9%▲
UFC Fight Night 211 Jun 4th 2022,Poliana Botelho,Karine Silva,+165,+100,+120,-26.8%▼
